TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO
01:22:10,0,F,ASCENT,-108.3,27.4,102.6,8.3,18.0,21.0,20.0,30.0,35.0,33.0,0.22,0.03,0.09,2165.0,13:14:02,200.8,3.8793,18.3672,5,CX ON
01:22:10,1,F,ASCENT,-108.2,27.4,102.6,8.3,18.0,21.0,20.0,30.0,35.0,33.0,0.22,0.03,0.09,2165.0,13:14:02,200.8,3.8793,18.3672,5,CX ON
01:22:10,2,F,ASCENT,-108.3,27.4,102.6,8.3,18.0,21.0,20.0,30.0,35.0,33.0,0.22,0.03,0.09,2165.0,13:14:02,200.8,3.8793,18.3672,5,CX ON
01:22:10,3,F,ASCENT,-108.3,27.4,102.6,8.3,18.0,21.0,20.0,30.0,35.0,33.0,0.22,0.03,0.09,2165.0,13:14:02,200.8,3.8793,18.3672,5,CX ON
01:22:10,4,F,ASCENT,-108.2,27.4,102.6,8.3,18.0,21.0,20.0,30.0,35.0,33.0,0.22,0.03,0.09,2165.0,13:14:02,200.8,3.8793,18.3672,5,CX ON
01:22:10,5,F,ASCENT,-108.2,27.4,102.6,8.3,18.0,21.0,20.0,30.0,35.0,33.0,0.22,0.03,0.09,2165.0,13:14:02,200.8,3.8793,18.3672,5,CX ON
01:22:10,6,F,ASCENT,-108.2,27.5,102.6,8.3,18.0,21.0,20.0,30.0,35.0,33.0,0.22,0.03,0.09,2165.0,13:14:02,200.8,3.8793,18.3672,5,CX ON
01:22:10,7,F,ASCENT,-108.3,27.4,102.6,8.3,18.0,21.0,20.0,30.0,35.0,33.0,0.22,0.03,0.09,2165.0,13:14:02,200.8,3.8793,18.3672,5,CX ON
01:22:10,8,F,ASCENT,-108.3,27.4,102.6,8.3,18.0,21.0,20.0,30.0,35.0,33.0,0.22,0.03,0.09,2165.0,13:14:02,200.8,3.8793,18.3672,5,CX ON
01:22:10,9,F,ASCENT,-108.2,27.4,102.6,8.3,18.0,21.0,20.0,30.0,35.0,33.0,0.22,0.03,0.09,2165.0,13:14:02,200.8,3.8793,18.3672,5,CX ON
01:22:10,10,F,ASCENT,-108.2,27.4,102.6,8.3,18.0,21.0,20.0,30.0,35.0,33.0,0.22,0.03,0.09,2165.0,13:14:02,200.8,3.8793,18.3672,5,CX ON
