TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO
HH:MM:SS,32,F,LAUNCH_PAD,-92.4,28.9,102.4,8.2,18.0,21.0,20.0,-0.2,2.8,9.7,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,33,F,LAUNCH_PAD,-92.3,28.9,102.4,8.2,18.0,21.0,20.0,-6.9,-1.9,10.6,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,34,F,LAUNCH_PAD,-92.2,28.8,102.4,8.2,18.0,21.0,20.0,-9.1,-1.6,8.6,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,35,F,LAUNCH_PAD,-92.4,28.8,102.4,8.2,18.0,21.0,20.0,-9.5,-2.2,4.6,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,36,F,LAUNCH_PAD,-92.3,28.8,102.4,8.2,18.0,21.0,20.0,-11.4,-0.1,9.0,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,37,F,LAUNCH_PAD,-92.4,28.8,102.4,8.2,18.0,21.0,20.0,-24.6,-0.6,11.0,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,38,F,LAUNCH_PAD,-92.3,28.8,102.4,8.2,18.0,21.0,20.0,-14.4,0.1,8.5,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,39,F,LAUNCH_PAD,-92.3,28.8,102.4,8.2,18.0,21.0,20.0,0.3,0.5,6.8,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,40,F,LAUNCH_PAD,-92.5,28.8,102.4,8.2,18.0,21.0,20.0,5.4,-1.2,4.2,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,41,F,LAUNCH_PAD,-92.6,28.8,102.4,8.2,18.0,21.0,20.0,-0.1,-2.5,-4.0,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,42,F,LAUNCH_PAD,-92.5,28.8,102.4,8.2,18.0,21.0,20.0,-4.8,-4.7,-0.6,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,43,F,LAUNCH_PAD,-92.3,28.8,102.4,8.2,18.0,21.0,20.0,-15.2,-5.3,-6.4,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,44,F,LAUNCH_PAD,-92.5,28.8,102.4,8.2,18.0,21.0,20.0,-19.8,1.2,5.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,45,F,LAUNCH_PAD,-92.3,28.8,102.4,8.2,18.0,21.0,20.0,-16.0,-2.8,-8.5,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,46,F,LAUNCH_PAD,-92.3,28.8,102.4,8.2,18.0,21.0,20.0,-4.0,-1.0,1.0,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,47,F,LAUNCH_PAD,-92.7,28.8,102.4,8.2,18.0,21.0,20.0,-2.2,-3.0,9.8,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,48,F,LAUNCH_PAD,-92.7,28.8,102.4,8.2,18.0,21.0,20.0,0.4,-8.9,2.5,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,49,F,LAUNCH_PAD,-92.8,28.8,102.4,8.2,18.0,21.0,20.0,0.4,-9.5,1.2,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,50,F,LAUNCH_PAD,-92.8,28.9,102.4,8.2,18.0,21.0,20.0,0.4,-9.5,1.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,51,F,LAUNCH_PAD,-92.8,28.9,102.4,8.2,18.0,21.0,20.0,0.4,-9.5,1.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,52,F,LAUNCH_PAD,-92.7,28.9,102.4,8.2,18.0,21.0,20.0,0.4,-9.5,1.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,53,F,LAUNCH_PAD,-92.8,28.8,102.4,8.2,18.0,21.0,20.0,0.4,-9.5,1.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,54,F,LAUNCH_PAD,-92.8,28.9,102.4,8.2,18.0,21.0,20.0,0.4,-9.5,1.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,55,F,LAUNCH_PAD,-92.8,28.9,102.4,8.2,18.0,21.0,20.0,0.4,-9.5,1.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,2,F,LAUNCH_PAD,-93.0,29.0,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,3,F,LAUNCH_PAD,-93.2,29.0,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,4,F,LAUNCH_PAD,-93.0,29.0,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,5,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,6,F,LAUNCH_PAD,-93.0,29.0,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,7,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,8,F,LAUNCH_PAD,-92.9,29.1,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,9,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-1.0,9.6,1.8,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,10,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-0.3,4.7,5.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,11,F,LAUNCH_PAD,-93.0,29.0,102.4,8.2,18.0,21.0,20.0,-0.2,-0.4,9.8,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,12,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-0.0,0.3,9.7,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,13,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-0.0,0.3,9.7,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,14,F,LAUNCH_PAD,-92.7,29.0,102.4,8.2,18.0,21.0,20.0,0.0,0.4,10.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,15,F,LAUNCH_PAD,-92.7,29.0,102.4,8.2,18.0,21.0,20.0,0.6,-0.1,10.3,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,16,F,LAUNCH_PAD,-92.6,29.0,102.4,8.2,18.0,21.0,20.0,0.9,-0.3,10.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,17,F,LAUNCH_PAD,-92.2,29.0,102.4,8.2,18.0,21.0,20.0,1.2,-3.4,8.8,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,18,F,LAUNCH_PAD,-92.1,29.0,102.4,8.2,18.0,21.0,20.0,0.8,-3.5,9.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,19,F,LAUNCH_PAD,-92.1,29.0,102.4,8.2,18.0,21.0,20.0,0.1,-2.8,9.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,20,F,LAUNCH_PAD,-92.0,29.0,102.4,8.2,18.0,21.0,20.0,1.3,-1.8,9.5,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,21,F,LAUNCH_PAD,-92.1,29.0,102.4,8.2,18.0,21.0,20.0,2.6,-1.2,8.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,22,F,LAUNCH_PAD,-92.6,29.0,102.4,8.2,18.0,21.0,20.0,0.9,-0.3,9.2,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,23,F,LAUNCH_PAD,-92.8,29.0,102.4,8.2,18.0,21.0,20.0,0.3,1.3,10.3,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,24,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-0.5,0.5,9.8,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,25,F,LAUNCH_PAD,-93.1,29.0,102.4,8.2,18.0,21.0,20.0,1.4,-0.7,9.6,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,26,F,LAUNCH_PAD,-93.1,29.0,102.4,8.2,18.0,21.0,20.0,1.8,-0.5,9.7,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,27,F,LAUNCH_PAD,-93.3,29.0,102.5,8.2,18.0,21.0,20.0,1.9,0.1,9.7,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,28,F,LAUNCH_PAD,-93.2,29.0,102.4,8.2,18.0,21.0,20.0,1.8,1.2,9.6,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,29,F,LAUNCH_PAD,-93.3,29.0,102.5,8.2,18.0,21.0,20.0,1.9,1.0,9.5,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,30,F,LAUNCH_PAD,-93.0,28.9,102.4,8.2,18.0,21.0,20.0,3.1,1.0,8.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
HH:MM:SS,31,F,LAUNCH_PAD,-92.4,28.9,102.4,8.2,18.0,21.0,20.0,2.7,-0.5,8.0,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
