TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO
19:34:10,2,F,LAUNCH_PAD,-93.0,29.0,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:11,3,F,LAUNCH_PAD,-93.2,29.0,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:12,4,F,LAUNCH_PAD,-93.0,29.0,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:13,5,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:14,6,F,LAUNCH_PAD,-93.0,29.0,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:15,7,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:16,8,F,LAUNCH_PAD,-92.9,29.1,102.4,8.2,18.0,21.0,20.0,-0.6,9.5,1.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:17,9,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-1.0,9.6,1.8,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:18,10,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-0.3,4.7,5.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:19,11,F,LAUNCH_PAD,-93.0,29.0,102.4,8.2,18.0,21.0,20.0,-0.2,-0.4,9.8,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:20,12,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-0.0,0.3,9.7,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:21,13,F,LAUNCH_PAD,-92.9,29.0,102.4,8.2,18.0,21.0,20.0,-0.0,0.3,9.7,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:22,14,F,LAUNCH_PAD,-92.7,29.0,102.4,8.2,18.0,21.0,20.0,0.0,0.4,10.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:23,15,F,LAUNCH_PAD,-92.7,29.0,102.4,8.2,18.0,21.0,20.0,0.6,-0.1,10.3,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:24,16,F,LAUNCH_PAD,-92.6,29.0,102.4,8.2,18.0,21.0,20.0,0.9,-0.3,10.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:25,17,F,LAUNCH_PAD,-92.2,29.0,102.4,8.2,18.0,21.0,20.0,1.2,-3.4,8.8,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:26,18,F,LAUNCH_PAD,-92.1,29.0,102.4,8.2,18.0,21.0,20.0,0.8,-3.5,9.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:27,19,F,LAUNCH_PAD,-92.1,29.0,102.4,8.2,18.0,21.0,20.0,0.1,-2.8,9.1,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:28,20,F,LAUNCH_PAD,-92.0,29.0,102.4,8.2,18.0,21.0,20.0,1.3,-1.8,9.5,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:29,21,F,LAUNCH_PAD,-92.1,29.0,102.4,8.2,18.0,21.0,20.0,2.6,-1.2,8.9,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:30,22,F,LAUNCH_PAD,-92.6,29.0,102.4,8.2,18.0,21.0,20.0,0.9,-0.3,9.2,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
19:34:31,23,F,LAUNCH_PAD,-92.8,29.0,102.4,8.2,18.0,21.0,20.0,0.3,1.3,10.3,0.2,0.0,0.1,0.0,0.0:0.0:0.0,0.0,0.0,0.0,0,ST 12:30:45
